perf_id,method_text,label
307702,Doubles,unclassified
307843,Plain Hunt on 6,unclassified
307880,Spliced Surprise Major,multiple_methods
308113,Spliced Surprise Royal,multiple_methods
308359,Kent and Oxford Treble Bob Major,multiple_methods
308366,RCP Bob Doubles,unclassified
308426,Spliced Surprise Minor,multiple_methods
308645,All Saints Doubles,unclassified
308711,All Saints Doubles,unclassified
308723,St Nicholas CB Minor,unclassified
308824,St. Indract Doubles Call Changes,call_changes
308971,Spliced Surprise Major,multiple_methods
309017,Minor,unclassified
309057,Reverse Canterbury Doubles,unclassified
309096,Longparish Doubles,unclassified
309270,Eve Doubles Call Changes,call_changes
309384,TD Minor,unclassified
309489,Spliced Bob Royal,multiple_methods
309549,Spliced Major,multiple_methods
309567,St.Clement's Col.Bob Minor,unclassified
309568,Kent TB Minor,unclassified
309595,Surprise Minor,unclassified
309892,Mary Rose Doubles,unclassified
309950,Doubles,unclassified
310003,Doubles,unclassified
310013,Plain Bob Doubles and Grandsire,multiple_methods
310036,Kent Treble Bob,unclassified
310236,Grandsire,unclassified
310322,In Memoriam,unclassified
310417,Spliced Surprise Royal,multiple_methods
310482,Doubles,unclassified
310534,Spliced Surprise Minor,multiple_methods
310726,Granbsire Doubles,unclassified
310740,TD Minor,unclassified
310741,Cambridge Royal,unclassified
310770,Spliced Surprise Major,multiple_methods
310774,Spliced Treble Bob Major,multiple_methods
310840,Newark Doubles,unclassified
310869,Fifth Hunt Doubles Call Changes,call_changes
310982,St Clements Minor,unclassified
311106,Surprise Minor,unclassified
311192,Treble Dodging Minor,unclassified
311343,TD Minor,unclassified
311426,Rounds and Queens,rounds
311625,Call changes,call_changes
311671,Kent TB Major,unclassified
311810,Doubles,unclassified
311818,Surprise Minor,unclassified
311901,London Minor with a cover,unclassified
312156,Doubles,unclassified
312179,Doubles,unclassified
312189,Spliced Surprise Major,multiple_methods
312416,Surprise Minor,unclassified
312538,Doubles,unclassified
312763,Kent Treble Bob,unclassified
313139,Pink's Doubles,unclassified
313220,Doubles,unclassified
313223,Sedman Triples,unclassified
313326,Spliced Surprise Major,multiple_methods
313361,Doubles,unclassified
313482,Spliced Surprise Major,multiple_methods
313646,Surprise Minor,unclassified
313648,Spliced Surprise Major,multiple_methods
313720,Baptism Doubles Call Changes,call_changes
314033,Plain Bob / Grandsire Doubles,multiple_methods
314192,St Nicholas Doubles,unclassified
314197,Cambridge Minor,unclassified
314326,Grandsire and Plain Bob Doubles,multiple_methods
314491,Surprise Minor,unclassified
314536,Kent TB Minor,unclassified
314662,Minimus,unclassified
314720,Kent TB Minor,unclassified
314737,Rollup Doubles Call Changes,call_changes
314747,Kent TB Minor,unclassified
314813,Cambridge Suprirse Minor,unclassified
314911,Spliced Surprise Minor,multiple_methods
315081,Quantoxhead Doubles,unclassified
315082,Ready Money Doubles,unclassified
315297,Reverse Peal No. 1 Doubles Call Changes,call_changes
315393,Fifth Hunt Doubles Call Changes,call_changes
315515,St Clement's College Bob Minor with cover,unclassified
315615,Surprise Minor,unclassified
315648,Spliced Treble Bob Major,multiple_methods
315671,Minor,unclassified
316161,Oxford TB Minor,unclassified
316192,Saint Clement's Court Bob Minor,unclassified
316222,Advent Doubles Call Changes,call_changes
316310,Plain Hunt 5,unclassified
316430,Minor,unclassified
316439,Christmas Day Doubles,unclassified
316442,Christmas Day Doubles,unclassified
316583,Oxford Treble Bob,unclassified
316788,Eleven Pipers Piping,unclassified
316792,Eleven Pipers Piping,unclassified
316880,Surprise Minor,unclassified
316901,Robertson No.38 T.B.Minimus,unclassified
316913,Surprise Minor,unclassified
316973,Plain Minor,unclassified
317059,St. Martins Doubles,unclassified
317090,Minor,unclassified
317261,St Peters Bob Triples,unclassified
317274,Spliced Surprise Major,multiple_methods
317307,Minor,unclassified
317417,Plain Hunt on Seven,unclassified
317527,call Changes,call_changes
317681,Miscellenous performance,unclassified
317689,Doubles,unclassified
317691,Doubles,unclassified
317692,Minor,unclassified
317693,Doubles,unclassified
317694,Doubles,unclassified
317695,Doubles,unclassified
317696,Doubles,unclassified
317698,Doubles,unclassified
317699,Doubles,unclassified
317700,Doubles,unclassified
317701,Doubles,unclassified
317702,Minor,unclassified
317703,Doubles,unclassified
317768,Minimus,unclassified
318020,Spliced Surprise Major,multiple_methods
318028,Doubles,unclassified
318030,Doubles,unclassified
318034,Doubles,unclassified
318035,Doubles,unclassified
318036,Doubles,unclassified
318039,Doubles,unclassified
318040,Doubles,unclassified
318059,Spliced Surprise Major,multiple_methods
318225,Spliced Surprise Royal,multiple_methods
318365,Grandside Doubles,multiple_methods
318368,Mixed Doubles,multiple_methods
318418,Spliced Surprise Major,multiple_methods
318480,Doubles,unclassified
318568,Spliced Treble Bob Major,multiple_methods
318719,Doubles,unclassified
318755,Mixed Doubles,multiple_methods
318948,Spliced Surprise Royal,multiple_methods
318983,Kent TB Minor,unclassified
318997,Doubles,unclassified
319262,Surprise Minor,unclassified
319286,Spliced Surprise Maximus,multiple_methods
319295,Mixed Doubles,multiple_methods
319333,Spliced TB Minor,multiple_methods
319523,Spliced Major,multiple_methods
319540,Fifth Hunt Doubles Call Changes,call_changes
319652,Spliced Surprise Major,multiple_methods
319679,LB Royal,unclassified
319753,Spliced Surprise Royal,multiple_methods
319833,Doubles,unclassified
319848,Doubles,unclassified
319866,St Simon Triples,unclassified
319945,Doubles,unclassified
320174,Minor,unclassified
320188,Doubles,unclassified
320347,Surprise Minor,unclassified
320372,Grandsire and Plain Bob Doubles,multiple_methods
320416,Doubles,unclassified
320511,Spliced Surprise Major,multiple_methods
320588,Jura TB Minor,unclassified
320746,Spliced Surprise Royal,multiple_methods
320761,Surprise Minor,unclassified
320785,Minor,unclassified
320802,Spliced Surprise Major,multiple_methods
320830,Minor,unclassified
320832,Double Oxford,unclassified
320836,Fifth Hunt Doubles Call Changes,call_changes
320977,Doubles,unclassified
321062,Doubles,unclassified
321093,Date Touch,unclassified
321152,St Simon's and St Martin's Doubles,multiple_methods
321153,Eleven Pipers Piping Doubles,unclassified
321154,Eleven Pipers Piping Doubles,unclassified
321158,New Bob Group,unclassified
321163,St. Pauls Doubles,unclassified
321217,Rev St Bartholomew Doubles,unclassified
321240,Shipway Place,unclassified
321500,Plain and Little Bob Minor,multiple_methods
321522,Doubles 6 m/v's,multiple_methods
321609,Treble Dodging Minor,unclassified
321656,Wedding Doubles Call Changes,call_changes
321773,Spliced Minor,multiple_methods
321943,Tolpuddle Doubles,unclassified
321962,Spliced Surprise Royal,multiple_methods
322042,Grandsire and Plain Bob Doubles,multiple_methods
322360,Sandal TB Minor,multiple_methods
322395,June Doubles Call Changes,call_changes
322444,St Clements Minor,unclassified
322458,Spliced Surprise Royal,multiple_methods
322468,Spliced Minor,multiple_methods
322587,Middlesex Triples,unclassified
322618,Spliced Plain Royal,multiple_methods
322664,Spliced Surprise Minor,multiple_methods
322675,Plain Bob + Grandsire Doubles,multiple_methods
322774,Spliced Surprise Major,multiple_methods
323311,Treble Bob Minor,unclassified
323362,Doubles,unclassified
323504,St Clements Bob Minor,unclassified
323550,Doubles,unclassified
323724,Minor,unclassified
323854,Uttoxeter Doubles,unclassified
323856,Spliced Surprise Major,multiple_methods
323890,Doubles,unclassified
323938,Spliced Surprise Major,multiple_methods
323948,Doubles,unclassified
324010,Doubles,unclassified
324168,Spliced Surprise Major,multiple_methods
324286,Doubles,unclassified
324354,Spliced Surprise Minor,multiple_methods
324365,Spliced Surprise Major,multiple_methods
324402,April Day Doubles,unclassified
324407,Call Changes,call_changes
324543,Mixed Doubles,multiple_methods
324813,Spliced Surprise Major,multiple_methods
325018,Oxford TB Minor,unclassified
325116,Spliced Surprise Major,multiple_methods
325210,Retirement Doubles Call Changes,call_changes
325310,Spliced Treble Bob Major,multiple_methods
325413,Surprise Minor,unclassified
325451,Candelemas Doubles,multiple_methods
325453,St. Valentines Doubles,unclassified
325464,St Davids Doubles,unclassified
325901,Doubles,unclassified
325903,call changes,call_changes
325914,Doubles,unclassified
326000,Doubles,unclassified
326234,Grandsire,unclassified
326280,Brannel Triples Call Changes,call_changes
326281,A Bob Course of Plain Bob Triples in Call Changes,call_changes
326358,Minor,unclassified
326535,Spliced Surprise Major,multiple_methods
326727,Spliced Surprise Major,multiple_methods
326728,Spliced Surprise Major,multiple_methods
326905,Spliced Treble Bob Major,multiple_methods
327027,Surprise Minor,unclassified
327295,Doubles,unclassified
327849,Spliced Surprise Major,multiple_methods
327924,Reverse Canterbury Doubles,unclassified
328181,Doubles,unclassified
328248,Spliced Surprise Major,multiple_methods
328446,Doubles,unclassified
328447,Doubles,unclassified
328452,Doubles,unclassified
328616,Kent TB Minor,unclassified
328668,Mixed Doubles,multiple_methods
328674,Minor,unclassified
328724,Fifth Hunt Doubles Call Changes,call_changes
328837,April Day Triples,unclassified
328848,Spliced Surprise Major,multiple_methods
328901,April Day Bob Triples,unclassified
328902,April Day Doubles,unclassified
328953,Spliced Treble Bob Royal,multiple_methods
329021,Kent Treble Bob,unclassified
329045,Kent TB Minor,unclassified
329115,Kent TB Minor,unclassified
329174,Surprise Minor,unclassified
329372,Doubles,unclassified
329519,Kent TB Minor,unclassified
329531,Doubles,unclassified
329638,Double Court Minor,unclassified
329713,Doubles,unclassified
329933,St. Indract Doubles Call Changes,call_changes
329934,Reverse St. Indract Doubles Call Changes,call_changes
330031,Minor,unclassified
330889,Spliced Bob Doubles/Grandsire,multiple_methods
331258,Spliced Surprise Major,multiple_methods
331409,Koppa A Royal,unclassified
331488,Beverley Surprise,unclassified
331505,Doubles,unclassified
331607,Spliced Surprise Major,multiple_methods
331677,Spliced Surprise Major,multiple_methods
331704,Spliced Treble Bob Major,multiple_methods
331821,St Clements Minor,unclassified
331906,Mixed Doubles,multiple_methods
331950,Kent TB Major,unclassified
331974,Vauxhall Doubles,unclassified
331985,Kent Treble Bob,unclassified
332005,Kent and Oxford TB Major,multiple_methods
332027,Eve Doubles Call Changes,call_changes
332165,Cambridge Minor,unclassified
332454,Fifth Hunt Doubles Call Changes,call_changes
332475,Doubles,unclassified
332545,Minor,unclassified
332660,Kent T.B Minor,unclassified
332676,College Bob IV D. Minor,unclassified
332720,Kent TB Major,unclassified
332727,St George's Day Doubles Call Changes,call_changes
332800,Plain Bob and Grandsire Doubles,multiple_methods
333001,Spliced Surprise Major,multiple_methods
333239,Doubles,unclassified
333249,Doubles,unclassified
333300,Surprise Minor,unclassified
333348,Reverse Peal no 1 Doubles Call Changes,call_changes
333413,Spliced Surprise Major,multiple_methods
333439,Justicetown A Major,unclassified
333553,St Clement's CB Minor,unclassified
333565,Plain Bob Minor with cover,unclassified
333571,St Nicholas Doubles,unclassified
333587,Kent TB Minor,unclassified
333607,Doubles,unclassified
333648,PD Doubles,unclassified
333651,PD Doubles,unclassified
333681,Surprise Minor,unclassified
333734,Surprise Minor,unclassified
333756,Call changes,call_changes
333938,Doubles,unclassified
334285,Wedding Doubles Call Changes,call_changes
334451,Shincliffe Shuffle,unclassified
334461,Surprise Minor,unclassified
334656,Minor,unclassified
334657,Doubles,unclassified
334775,Surprise Minor,unclassified
334894,Fifth Hunt Doubles Call Changes,call_changes
334943,Double Oxford Minor,unclassified
334973,Doubles,unclassified
335026,Reverse Canterbury Doubles,unclassified
335142,Spliced Surprise Major,multiple_methods
335217,Treble Dodging Minor,unclassified
335230,Doubles,unclassified
335405,Spliced Surprise Minor,multiple_methods
335480,Reverse St. Indract Doubles Call Changes,call_changes
335593,Fifth Hunt Doubles Call Changes,call_changes
335632,Minor,unclassified
335686,Spliced Plain Bob Triples and Plain Bob Major,multiple_methods
335741,Helen Bob Minor,unclassified
335890,Minor,unclassified
335898,Woodhay Doubles,unclassified
335944,Spliced Caters and Royal,multiple_methods
335994,Doubles,unclassified
336002,Double Norwich Bob Major,unclassified
336043,Ingham A Royal,unclassified
336062,Reverse Canterbury Doubles,unclassified
336251,Surprise Minor,unclassified
336256,Kent TB Minor,unclassified
336266,Doubles,unclassified
336298,Oxford Treble Bob,unclassified
336299,St Clement's Bob Minor,unclassified
336377,Devon Place Block Doubles,unclassified
336550,Plain Hunt Minor,unclassified
336551,Plain Hunt Minor,unclassified
336552,Plain Hunt Minor,unclassified
336696,Kent TB Minor,unclassified
336796,St. Indract Doubles Call Changes,call_changes
336835,Spllced Minor,unclassified
336867,Spliced Surprise Major,multiple_methods
336948,Caistor A Major,unclassified
336968,Doubles,unclassified
337045,Surprise Minor,unclassified
337060,Cambridge Minor,unclassified
337298,Spliced Surprise Major,multiple_methods
337445,Plain Singles,unclassified
337575,Spliced Surprise Major,multiple_methods
337709,Doubles,unclassified
337799,Spliced Surprise Royal,multiple_methods
337838,Spliced Surprise Minor,multiple_methods
338061,Spliced Surprise Major,multiple_methods
338094,Doubles,unclassified
338143,Cambridge and Norwich Surprise Minor,multiple_methods
338181,Bell Tower Doubles,unclassified
338216,Bells Ringing Down,unclassified
338226,Plain Bob,unclassified
338229,Single Canterbury Bob Minor,unclassified
338340,Spliced Surprise Royal,multiple_methods
338417,Spliced Surprise Major,multiple_methods
338469,Spliced Surprise Major,multiple_methods
338485,Mixed Doubles,multiple_methods
338505,St. George's Cathedral Doubles,unclassified
338644,Call Changes,call_changes
338670,Call Changes,call_changes
338705,Doubles,unclassified
338736,Reverse Peal No. 1 Doubles Call Changes,call_changes
338839,Call Changes,call_changes
338955,St. Dominica's 3rd Hunt Doubles Call Changes,call_changes
339033,St.Clements Bob Minor,unclassified
339182,Darke Doubles Call Changes,call_changes
339242,Spliced Surprise Royal,multiple_methods
339341,Kent TB Major,unclassified
339342,Kent TB Major,unclassified
339366,Spliced Surprise Royal,multiple_methods
339641,Wedding Doubles Call Changes,call_changes
339643,Fifth Hunt Doubles Call Changes,call_changes
339781,Doubles,unclassified
340019,Swing Low Doubles Call Changes,call_changes
340069,Surprise Minor,unclassified
340093,Kirktown A Major,unclassified
340290,Mixed Doubles,multiple_methods
340522,Spliced Surprise Major,multiple_methods
340538,Fifth Hunt Doubles Call Changes,call_changes
340694,Doubles,unclassified
340745,TB Minor,unclassified
341349,Fifth Hunt Doubles Call Changes,call_changes
341353,Spliced Surprise Major,multiple_methods
341478,Spliced Surprise Major,multiple_methods
341540,Advent Doubles Call Changes,call_changes
341617,Spliced Surprise Royal,multiple_methods
341728,Doubles,unclassified
341770,Doubles,unclassified
341780,Kent TB Major,unclassified
341782,Alpha Pale Ale Doubles,unclassified
341796,Spliced Surprise Major,multiple_methods
341830,St Nicholas CB Minor,unclassified
341878,Minor,unclassified
342004,Spliced Treble Bob Major,multiple_methods
342042,Mixed Doubles,multiple_methods
342242,Doubles,unclassified
342248,Yewcroft 4th Hunt Doubles Call Changes,call_changes
342250,Yewcroft 4th Hunt Doubles Call Changes,call_changes
342328,Mixed Doubles,multiple_methods
342418,Grandsire,unclassified
342555,Spliced Surprise Royal,multiple_methods
342580,Hymns of Praise Doubles Call Changes,call_changes
342587,Surprise Minor,unclassified
342623,Surprise Minor,unclassified
342758,Bpb Doubles,unclassified
342813,Yewcroft 4th Hunt Doubles Call Changes,call_changes
343001,Surprise Minor,unclassified
343002,Mixed Doubles,multiple_methods
343007,Minor,unclassified
343324,Peal No.1 Doubles Call Changes,call_changes
343461,Doubles,unclassified
343825,Xanxene Doubles,unclassified
343940,"Stedman, Bob and Grandsire Doubles with 768 cover",multiple_methods
344102,All in 1,unclassified
344107,Doubles,unclassified
344149,Rounds,rounds
344154,Call Changes,call_changes
344161,Tolling,tolling
344241,Call Changes,call_changes
344247,Called Changes,unclassified
344294,Spliced Surprise Major,multiple_methods
344351,various,multiple_methods
344366,Surprise Minor,unclassified
344369,Spliced Surprise Major,multiple_methods
344373,Plain Bob Doubles with 768 cover,unclassified
344381,Brannel Mk2 Triples Call Changes,call_changes
344393,chimed,tolling
344548,Double Oxford Minor,unclassified
344689,Spliced Treble Bob Major,multiple_methods
344756,Fifth Hunt Doubles Call Changes,call_changes
344837,Yorkshire Surprise,unclassified
344871,Whole pulls,unclassified
344905,Doubles,unclassified
344927,Oxford TB Minor,unclassified
345001,Plain Bob and Grandsire Doubles,multiple_methods
345082,LB/PB Minor,unclassified
345225,Doubles,unclassified
345256,Doubles,unclassified
345257,Surprise Minor,unclassified
345294,Surprise Minor,unclassified
345299,Spliced Minor,multiple_methods
345460,Spliced Surprise Major,multiple_methods
345461,Spliced Surprise Minor,multiple_methods
345780,Yaxley Doubles,unclassified
345836,Surprise Minor,unclassified
345869,Doubles,unclassified
345876,Called Changes,unclassified
345939,Surprise Minor,unclassified
345971,Plan Bob Minor,unclassified
346006,Reverse Peal No. 1 Doubles Call Changes,call_changes
346047,Double Norwich,unclassified
346110,Spliced Surprise Major,multiple_methods
346263,Kent TB Royal,unclassified
346298,Four Doubles,unclassified
346299,Eleven Doubles,unclassified
346300,Four Doubles,unclassified
346303,Five Doubles,unclassified
346305,Four Doubles,unclassified
346316,Four Doubles,unclassified
346317,Four Doubles,unclassified
346318,Eleven Doubles,unclassified
346320,Five Doubles,unclassified
346399,Minor,unclassified
346423,St. Indract Doubles Call Changes,call_changes
346432,Five Doubles,unclassified
346437,Five Doubles,unclassified
346438,Four Doubles,unclassified
346439,Eleven Doubles,unclassified
346484,Kent TB Major,unclassified
346576,Oxford TB Minor,unclassified
346594,Reverse St. Indract Doubles Call Changes,call_changes
346640,Spliced Surprise Major,multiple_methods
346641,GrandsireTriples,unclassified
346646,Yewcroft 4th Hunt Doubles Call Changes,call_changes
346709,Spliced Surprise Major,multiple_methods
346872,St Bartholomew Bob Doubles,unclassified
347045,Spliced Surprise Maximus,multiple_methods
347470,Minor,unclassified
347517,"Reverse Canterbury, Plain Bob and Grandsire Doubles",multiple_methods
347662,Plain Maximus,unclassified
347724,Surprise Minor,unclassified
347940,Reverse Canterbury Pleasure Bob Doubles,unclassified
348113,"Grandsire, Plain Bob and April Day",unclassified
348122,Wedding Doubles Call Changes,call_changes
348123,Doubles,unclassified
348134,Kent TB Minor,unclassified
348258,London Scholars Pleasure Treble Bob,unclassified
348260,Zennor Doubles,unclassified
348279,"Reverse Canterbury, Plain Bob and Grandsire Doubles",multiple_methods
348426,Open Day Doubles Call Changes,call_changes
348442,Surprise Minor,unclassified
348504,Minor,unclassified
348509,Soliced Major,unclassified
348657,Mixed Doubles,multiple_methods
348790,Mixed Doubles,multiple_methods
348797,Grandsire and Plain Bob Doubles,multiple_methods
348812,Spliced Surprise Major,multiple_methods
348845,Old Oak Common Minor,unclassified
349049,Castle Rock A Royal,unclassified
349152,Surprise Minor,unclassified
349205,Doubles,unclassified
349225,Baptism Doubles Call Changes,call_changes
349273,St Clements Triples,unclassified
349278,Minor,unclassified
349288,Surprise Minor,unclassified
349339,Surprise Minor,unclassified
349410,St Simon St Martin and PB Doubles,multiple_methods
349414,Steman and Grandsire Doubles,multiple_methods
349482,Union Doubles,unclassified
349617,Surprise Minor,unclassified
349653,Doubles,unclassified
349655,Fifth Hunt Doubles Call Changes,call_changes
349810,All Saints Doubles,unclassified
349844,Spliced Plain Major,multiple_methods
349887,Doubles,unclassified
350024,September Doubles,unclassified
350030,Doubles,unclassified
350163,Doubles,unclassified
350212,Oxford TB Minor,unclassified
350453,Mixed Minor,multiple_methods
350490,Reverse Canterbury Doubles,unclassified
350502,Eve Doubles Call Changes,call_changes
350514,Surprise Minor,unclassified
350527,Plain and Little Bob Royal,multiple_methods
350752,Plain Minor,unclassified
350873,Spliced Plain and St Clement's Bob Minor,multiple_methods
351232,Spliced Surprise Major,multiple_methods
351267,Doubles,unclassified
351309,Kent TB Royal,unclassified
351337,Spliced Surprise Major,multiple_methods
351365,Reverse Canterbury Doubles,unclassified
351397,P.B.Doubles,unclassified
351401,Cambridge and PB Minor,multiple_methods
351546,Kent TB Minor,unclassified
351773,Wedding Doubles Call Changes,call_changes
351842,Brigstow A Major,unclassified
351865,Southrepps Doubles,unclassified
352085,Kent TB Major,unclassified
352182,Mixed Doubles,multiple_methods
352265,Kim Doubles,unclassified
352312,Spliced Surprise Maximus,multiple_methods
352369,Doubles and Minor,multiple_methods
352483,"RCP, Plain Bob Doubles",unclassified
352658,St Simons/Plain Bob Doubles,unclassified
352732,Oxford Bob Triples,unclassified
352806,Oxford Treble Bob and St Clements Minor,multiple_methods
352828,Minor,unclassified
352961,Fifth Hunt Doubles Call Changes,call_changes
353332,P.B.Doubles,unclassified
353351,Cambridge Minor,unclassified
353374,Surprise Minor,unclassified
353461,Plain Bob and Grandsire Doubles,multiple_methods
353659,Brannel Mk2 Triples Call Changes,call_changes
353722,Surprise Minor,unclassified
353730,Mixed Doubles,multiple_methods
353766,Reverse Canterbury Doubles,unclassified
353767,Doubles,unclassified
353790,Oxford T.B. Major,unclassified
353916,Spliced Cambridge and Yorkshire Surprise Royal,multiple_methods
354001,Oxford TB Minor,unclassified
354054,Spliced Surprise Royal,multiple_methods
354083,Doubles,unclassified
354144,Surprise Minor,unclassified
354178,Kent TB Royal,unclassified
354364,Surprise Minor,unclassified
354499,Doubles,unclassified
354500,Mixed Doubles,multiple_methods
354577,Call Changes,call_changes
354582,Spliced Surprise Major,multiple_methods
354683,Superlative Surpise Major,unclassified
354689,Doubles,unclassified
354823,Plain Pie Minnie Mouse,unclassified
355009,Peal No. 1 Doubles Call Changes,call_changes
355182,St Clement's CB Minor,unclassified
355214,Doubles and Minor,multiple_methods
355261,All Saints Doubles,unclassified
355267,Doubles,unclassified
355356,Doubles,unclassified
355362,Mixed Doubles,multiple_methods
355395,Spliced Surprise Major,multiple_methods
355405,Plain Bob and Grandsire Doubles,multiple_methods
355418,Doubles/Minor,unclassified
355477,I'll Be Back Doubles Call Changes,call_changes
355514,Anniversary Spliced Major,multiple_methods
355545,Wedding Doubles Call Changes,call_changes
355623,Surprise Minor,unclassified
355630,Doubles,unclassified
355724,Called Changes,unclassified
355732,knell peal,unclassified
355762,Spliced Surprise Major,multiple_methods
355821,Doubles,unclassified
355908,Spliced Surprise Major,multiple_methods
355931,Ragsdale A Royal,unclassified
355948,St. Leonard's Doubles Call Changes,call_changes
355967,Minor,unclassified
356034,Plain Bob Singles,unclassified
356047,Minor,unclassified
356096,Beauxfield Doubles,unclassified
356113,Brannel Mk2 Triples Call Changes,call_changes
356212,St. Indract Doubles Call Changes,call_changes
356232,OXFORD TB,unclassified
356238,Call changes,call_changes
356265,Doubles,unclassified
356460,Spliced Major,multiple_methods
356468,All Saints' Doubles,unclassified
356543,Woodbine and Oxford,unclassified
356569,Colerne Imperial Bob Triples,unclassified
356593,Joyous Doubles Call Changes,call_changes
356594,Fifth Hunt Doubles Call Changes,call_changes
356598,St Leonard's Doubles Call Changes,call_changes
356620,Doubles,unclassified
356863,Spliced Plain Royal,multiple_methods
356902,Spliced Surprise Major,multiple_methods
357329,Call Changes,call_changes
357371,All Saints Doubles,unclassified
357402,Doubles,unclassified
357512,London Scholars Pleasure Treble Bob,unclassified
357536,Reverse Canterbury Doubles,unclassified
357559,Doubles,unclassified
357582,Cambridge and London Surprise Major,multiple_methods
357631,Spliced Surprise Royal,multiple_methods
357683,Doubles,unclassified
357704,Spliced Surprise Royal,multiple_methods
357750,Surprise Minor,unclassified
357792,Call Changes,call_changes
357794,Minor,unclassified
357884,Fifth Hunt Doubles Call Changes,call_changes
358134,Spliced Surprise Major,multiple_methods
358138,Mixed Doubles,multiple_methods
358343,Spliced Alliance Minor,multiple_methods
358344,Albion TB Major,unclassified
358348,Surprise Minor,unclassified
358384,"Reverse Canterbury, Plain Bob and Grandsire Doubles",multiple_methods
358404,St Peter's Doubles,unclassified
358465,Peal No. 1 Doubles Call Changes,call_changes
358507,St.Simon's Doubles,unclassified
358612,Doubles,unclassified
358767,Bristol Surpirse Major,unclassified
358899,Spliced Treble Bob Major,multiple_methods
358918,Spliced Triples and Major,multiple_methods
359195,Plain BobTriples,unclassified
359311,Kent TB Major,unclassified
359437,Doubles,unclassified
359485,Surprise Minor,unclassified
359489,Doubles,unclassified
359525,Surprise Minor,unclassified
359776,Norwich Surprise,unclassified
359785,GrandsireTriples,unclassified
359909,Snowdrop and Oxford,unclassified
359943,Union Doubles,unclassified
359944,All Saints Doubles,unclassified
359971,St Nicholas Doubles,unclassified
360015,Spliced Surprise Major,multiple_methods
360317,"Reverse Canterbury, Plain Bob and Grandsire Doubles",multiple_methods
360345,P.B. Doubles,unclassified
360375,Mixed Doubles,multiple_methods
360442,Doubles,unclassified
360784,Plain Bob Singles,unclassified
360811,Doubles,unclassified
360989,Beverley and Cambridge Surprise Minor,multiple_methods
361069,Doubles,unclassified
361254,Middleton Doubles,unclassified
361371,Ytterbium A Major,unclassified
361569,Peal No.1 Doubles Call Changes,call_changes
361577,"St. Nicholas, St Simon, and St Martin's Bob Doubles",multiple_methods
361606,Advent Doubles Call Changes,call_changes
361663,Surprise Minor,unclassified
361670,Kent TB Minor,unclassified
361743,Kent TB Major,unclassified
361871,Sandal and Oxford TB,unclassified
361922,Doubles,unclassified
362018,St. Nicholas Doubles,unclassified
362041,Doubles,unclassified
362167,Spliced Surprise Major,multiple_methods
362244,Surprise Minor,unclassified
362296,Christmastide Doubles,unclassified
362443,Surprise Minor,unclassified
362599,Surprise Minor,unclassified
362709,Advent Doubles Call Changes,call_changes
363118,Double Oxford and St Clements Minor,multiple_methods
363468,St Clements and Plain Bob Minor,multiple_methods
363497,Surprise Minor,unclassified
363580,Doubles,unclassified
363608,Plain Bob and Grandsire Doubles,multiple_methods
363676,Plain and Little Bob Minor,multiple_methods
363695,Double Oxford Little and Plain Bob Minor,multiple_methods
363779,Surprise Minor,unclassified
363847,Doubles,unclassified
363851,Doubles,unclassified
363858,Double Oxford B. Minor,unclassified
363899,Ten Lords-a-Leaping Doubles,unclassified
364061,Spliced Royal,multiple_methods
364076,Kent TB Minor,unclassified
364191,Spliced Surprise Royal,multiple_methods
364267,Campion Doubles,unclassified
364270,Duxford Doubles,unclassified
364288,Ashstead Surprise Major,unclassified
364337,Yorkshire Major,unclassified
364412,Grandsire,unclassified
364424,Ten Lords-a-leaping,unclassified
364428,Fifth Hunt Doubles Call Changes,call_changes
364434,Ten Lords-a-leaping,unclassified
364505,Spliced Surprise Major,multiple_methods
364519,Rushcliffe A Major,unclassified
364636,Plain and Little Bob Major,multiple_methods
364667,Minor,unclassified
364814,Spliced Maximus,multiple_methods
364842,Surprise Minor,unclassified
365027,Kent TB Royal,unclassified
365184,Spliced Surprise Major,multiple_methods
365239,Call Changes for Sunday Service Ringing,call_changes
365246,Spliced Surprise Major,multiple_methods
365277,Kent TB Major,unclassified
365462,Doubles,unclassified
365607,Reverse Canterbury Bob Doubles,unclassified
365679,Surprise Minor,unclassified
365688,Minor,unclassified
365709,Mixed Doubles,multiple_methods
365882,Oxford TB Minor,unclassified
365884,Nightingale TP Minor,unclassified
365885,Kent TB Minor,unclassified
366068,Kent TB Royal,unclassified
366084,"Reverse Canterbury, Plain Bob and Grandsire Doubles",multiple_methods
366094,Mixed Doubles,multiple_methods
366112,Doubles,unclassified
366119,LB Royal,unclassified
366120,LB Maximus,unclassified
366142,Spliced Major,multiple_methods
366149,Spliced Surpise Major,multiple_methods
366162,LB Royal,unclassified
366184,Eve Doubles Call Changes,call_changes
366194,Plain Royal,unclassified
366227,TD Minor,unclassified
366302,Doubles,unclassified
366344,Spliced Surprise Major,multiple_methods
366374,Kent TB Royal,unclassified
366483,St. Leonard's Doubles Call Changes,call_changes
366545,Restoration Triples,unclassified
366755,Surprise Minor,unclassified
366828,Spliced Doubles and Minor,multiple_methods
366985,Yorkshire Maximus,unclassified
367091,Cambridge Surprise,unclassified
367285,Plain B. Royal,unclassified
367288,Spliced Surprise Royal,multiple_methods
367309,Spliced Surprise Royal,multiple_methods
367357,Spliced Surprise Major,multiple_methods
367365,Zealandia A Royal,multiple_methods
