perf_id,position,footnote
1059608,0,100th peal on the bells: 2
1057211,0,Rung prior to the service to celebrate the 25th Anniversary of the ordination of Rev Canon David Winter.
1981796,0,Believed to be 1st Q of PBC for all
1981796,1,A compliment to Patsy Thorn on achieving full membership of the Association of Ringing Teachers
1108125,0,First spliced minor: 2 and 4. First spliced Plain and Little B: 3. First spliced minor as conductor
1099881,0,First 'inside': 2. First attempt: 6.
1099881,1,"Rung as a farewell compliment to Caroline and Rev. John Kinchin-Smith, moving to east Norfolk after seven years in this benefice."
293967,0,"Marking the birthdays of Phil Goodyer and Rachel Titmuss, and the wedding anniversary of Elizabeth and David Bleby, all this day."
293523,0,First quarter peal - 1.
293523,1,Congratulations to Alex on ringing his first quarter at the first attempt. A remarkable achievement for somebody who is only SEVEN.
1103771,0,"First in method - 2, 3 and as conductor"
1058653,0,Rung to celebrate Christine Putt's completion of 50 years membership of the Oxford Diocesan Guild. Christine was responsible for the restoration and rehanging of the bells in 1989 and was tower captain until 2007.
1076983,0,1st in 3 methods : 3
1076983,1,"Rung in celebration of Derek's 65th birthday. Derek had a surprise when he arrived in the ringing room as he was not told his brother, Maurice, was included in the band. They last rang a 1/4 together in 1988."
293467,0,500th together: 3 & 5
1107574,0,1st S Major on a fully working pair: 5-6.
1129973,0,"First quarter inside for Katie, and to wish Simon Percy good luck with his new house."
1085861,0,First touch in method: 2 and 3
1099880,0,First in the method for all
1091795,0,"Rung to welcome Simon J Talbott to Great Shelford, prior to his licensing as Priest in Charge by the Bishop of Ely"
1092431,0,With best wishes to Stuart Talbott for a speedy recovery from recent surgery
1100800,0,6 -- 3175th peal
1100800,1,6 -- 2400th for the YACR as Conductor.
1062296,0,50th of Cambridge S Royal as conductor
1062296,1,1800th peal - 5
1055626,0,1st Bristol Max: 4 & 7
1102737,0,Rung to remember Time Team's Professor Mick Aston (1946 - 2013)
1446898,0,First Quarter Peal 'in hand' for Janet.
1063363,0,"A retirement compliment to the Revd Michael Hewitt, rector 1989 - 2013"
1064308,0,First of Erin - 2.
1064308,1,First on a covering bell - 8.
1064308,2,Most calls in a quarter for most of the band!
1064308,3,Compliment to Jonathan on graduating from Leeds University with a 2.1 in computer science and mathematics.
455370,0,Rung to celebrate the ordination of Richard and Ruth Wyld as deacons at Salisbury Cathedral on Sunday June 30th 2013.
1022129,0,"In memory of Derek John Perry, died peacefully in hospital on 26th June 2013."
1091794,0,A compliment to the Rev Joshua Rey upon his ordination to the priesthood on 29th June 2013.
406011,0,To mark the engagement of Sarah Garlick who learned to ring at his tower.
1117398,0,First peal in the method by all & for the Guild.
1273539,0,To celebrate the Visitation of Mary to Elizabeth.
1273539,1,"The intention was to ring a quarter peal of 1260 changes based on J. J. Parker's One Part Peal Composition, but the adaption from the peal composition was mis-learned, and, when rounds wasn't reached as expected, it was called round....and subsequently found to be true!"
1273539,2,(Curiously I mis-called and called round a quarter peal on this day a year ago.)
293572,0,"Rung half-muffled following the funeral service for Mrs. Eve Playle, a churchwarden at this church for the last fifty years."
1143401,0,First Spliced 2
1130302,0,Especially arranged as a get-well compliment to Ben Dickinson (FPM2) with best wishes from all his friends at Bosley and the Horton Ringers!
383586,0,First quarter peal in the method.
383586,1,1260th quarter peal: 4
383586,2,Rung as a birthday compliment to Rob Childs.
1080220,0,Welcoming William to the Society.
1080220,1,A compliment to Rev Carlyn Wilton on the 10th anniversary of her priesting.
1065167,0,"First as cover: 6. Most methods, first blows in St Nicholas and first in Winchendon Place: 2"
293434,0,Rung as a compliment to James Linnell and Charles Truman on 70 years of ringing.
293434,1,Rung by a Easton Neston practice night band
1043894,0,Get well compliment to Stephen J Bedford
1090960,0,1st Q in method 4 & 6.
1689686,0,"In memoriam William Harrison of Lower Ansford, Somerset."
1689686,1,250th peal: 5
1689686,2,400th peal: 4
1109089,0,First in method for all.
1129980,0,First time this method has been rung
1066008,0,"Rung to celebrate the ordination as priest of the Reverend Andrew Highway, curate in the parish of Llanishen."
407016,0,Persistent focus.  Agreed by all to be harder to call than Miss Beadman's efforts yesterday.
1116992,0,"To mark the birthday of Elizabeth Wood, sister of 3."
432482,0,First peal since January 1960: 4.
1051197,0,Welcoming the Master to Cornwall.
1120238,0,"Rung to celebrate the 90th birthday of Staple Fitzpaine ringer and resident, Mick."
1120238,1,"First time ringing beyond an average touch length; 3, 4 and 5."
1120238,2,First quarter-length performance by a Staple Fitzpaine band for a VERY long time!
1070519,0,"1st quarter at 1st attempt: 1, 6"
1070519,1,"Rung in celebration of the Priesting of Trevor Day, Teresa Michaux and Daphne Hardwick"
1088722,0,"Remembering Alan Brader of Coningsby and Tattershall. Alan was several times a visitor to Buxhall, Suffolk"
405923,0,Remembering Martin Cubitt
293402,0,By a Southwark Cathedral Society band
1092112,0,81st birthday compliment to Norman Howard
1143881,0,"Rung to celebrate the life of Jeanette Delores Peruzzi 1960 - 2013, interred at Wingfield church earlier today"
1149897,0,50th together: 1&7
1115843,0,"To celebrate the life of Ron Chattington who died on 12th August 2013 aged 77 years, in his 70th year of Scouting."
1137732,0,"To welcome Xavier Tomar, great nephew of 4, born 28 August. First peal in the method"
1137732,1,Xavier Delight Major
1137732,2,l -56-1456-12-18-14-58.14-14.58
301348,0,"First of Major, 2, 4 & 5. Rung to mark the centenary of the birth of C. Kenneth Lewis, one of the greatest ringers, conductors and composers of his time. He was taught to ring by Arthur Whiting, founder of the Whiting Society, in 1932, and was a great mentor to the conductor in the 1960s."
1585317,0,Happy fathers day.
1585317,1,First on treble Benjamin Young.
1585317,2,"First Quarter peal -6, Kelly Young (age 11)."
1116984,0,"The peal was rung in memory of Seamus Heaney (1939-2013) Nobel laureate (Prize for Literature 1955)for whom bells were rung at Oxford and in Grahamstown during his visits to the universities in both cities. During his visit to Rhodes University in 2002 Heaney processed with the robed Vice-Chancellor, staff and students, from the University to the cathedral where he read some of his poems in the candlelit building: every pew was full and many students stood in the aisles. After the reading there was another procession to the Parish Hall for tea, during which all ten bells were rung. Heaney expressed great pleasure when told that the bells had rung in his honour. 'I suppose the next time will be when I am laid to rest', he said. The ringer of the second organised the ringing at Grahamstown and promised Heaney that, if at all possible, bells would be rung: 'when you are laid to rest'. '"
1116984,1,"Golden Wedding anniversary compliments to Mr & Mrs Bill McKenzie, Churchwardens at Bredwardine."
1106031,0,"Rung half muffled following the funeral service of the Venerable Elwyn John, former Vicar of this parish and aslo former Vicar of Brecon. A former Archdeacon of Brecon and Canon of Brecon Cathedral."
301250,0,"200th peal of Stedman Cinques, 12."
301250,1,"199th peal of Stedman Cinques,9."
1149660,0,"First in method possibly, but at least for a very long time - 3"
1135762,0,"13th birthday compliment to Matthew Wright, son of 5."
1135762,1,Believed to be the only chance of a Norwich score today in anticipation of a Southampton victory at Carrow Road this afternoon.
1135485,0,A wedding compliment to Robin Proudfoot and Hannah Dringer married this day in Coventry
1148032,0,Rung to celebrate the marriage of Cheryl Woodall and Robert Randall after their wedding at this church.
1147965,0,First blows: 2 & 3
1111518,0,First in method: 4
1149272,0,Rung after the wedding of Mark Wrigglesworth & Helena Warrington.
1149272,1,Jillian was a guest at the wedding & asked to ring.
1062785,0,"Specially arranged to mark the Golden Wedding of Allen and Maureen Cansdale, with the best wishes of the band."
1064681,0,For the town's monthly Farmers' Market.
301985,0,Rung to welcome the Venerable Simon Baker who is being installed as Rector of the Parish and Archdeacon of Lichfield on 1st September 2013.
301985,1,1st Quarter for 1.
1482885,0,For the birth of Prince George of Cambridge.
1482885,1,First in method - 4.
1064674,0,"Rung in memory of Nancy McCarthy, Grandmother of 6, whose funeral took place yesterday."
1064674,1,Also in memory of David Alecock Master of Liverpool University Society 1983-84.
1064674,2,99th peal - 3.
1095761,0,Wedding Anniversary compliment to Graham and Kris Wright.
1095761,1,"Believed to be the only chance of a Saints score today, in anticipation of a Norwich victory at Carrow Road this afternoon."
1076712,0,To celebrate the diamond wedding anniversary of Percy Dobbs (Tower Captain at Norwell) and his wife June on 29th August. Many congratulations from the band.
1585713,0,Rung for the occasion of Kate and Douglas Thomson becoming Godparents to Isabella Susan and Poppy Olivia Simcox on the day of their christening. Also for the christening of Alfie George Simcox.
1069956,0,"Rung for and after the wedding of Sharlene Lewis, and Tristan Proctor best friends of Robin and Heather Mears"
303732,0,"To celebrate the 90th birthday of Mrs Sheila Thomson,  and also the Ruby Wedding Anniversary of Chris and Margaret Carter."
301241,0,Rung Cartwheel and recorded for the East Peak Traditional Performance Project.
1151039,0,Believed to be first peal of maximus including all 384 8-bell runs at the front or back not involving the treble.
1151039,1,New Methods:
1151039,2,Draco A: d2 -4-36.7.58.6.70-9-2-4-6-8-0-1.lh.2
1151039,3,Fallen Angel S: f -5-4.5-5.36.4-4.3.2-6.7.8-8.9-8-9.lh.2
1151039,4,Cyclone S: 2z -5-4.5-5.36-4-58-4-70-4-9.8.70.8.7.lh.2
1131717,0,"Rung for the festival of Aidan, a missionary who founded a school at Lindisfarne for English boys to be educated as missionaries."
1583463,0,"To celebrate the life of The Reverend Canon Boak Jobbins, OAM 1947-2012 and the unveiling of his memorial plaque: ""I know the one to whom I have put my trust"" 2 Timothy 1:12"
301251,0,First on eight: 1
301251,1,First on a working bell: 4
301251,2,"Rung to mark the retirement of Rev Canon Desmond Sinnamon, rector of this church."
301251,3,"This is the first peal on the bells since the installation in this tower in 2000. The bells were removed from St George's, Dublin in 1991. The last peal on the bells in St George's was the same method and composition on 1st April 1990 in which the ringers of 5 and 8 took part."
306824,0,To celebrate the wedding today of George Mudge (Tower Captain) and Ann Cracknell
306824,1,£5
1105830,0,Rung for the 36th anniversary of the Weare Flower Show.
1074181,0,Rung as a Golden Wedding Compliment to Barry and Pauline Thompson of Byfield.
1074181,1,100th peal: 3. 1750th peal: 8.
1074181,2,First peal in the method.
1074181,3,Oatfield S Major
1074181,4,-3-4-5-6-2-5-6.34.5 le2
1152536,0,60th Birthday Compliment to Gillian Lucas
1152536,1,First quarter 6
1075972,0,First of Stedman Doubles 1 and 3
1149007,0,"Rung to celebrate the 70th birthday of our friend and fellow ringer,Sheila Laker, with love and very best wishes."
301126,0,First quarter peal: 1
301126,1,"In memory of Pam Steel, who funded the treble when this ring of bells was augmented to 5 in 1981"
1096240,0,Rung with the congratulations of the band to Emily L Davies on being named by the Ladies Guild as the 'Dorothy L Sayers Young Ringer of the Year'
1124898,0,Rung on the back five after a mornings focused Plain Bob Doubles practice.
1124898,1,Most methods/variations to a quarter for: 2.
1124898,2,(Rung also for the Lincoln Diocesan Guild)
1113929,0,Rung immediately following the funeral of The Rev'd Robert J C Lloyd.
1058931,0,"First in Method: 3, 4 & 6"
1058931,1,Circled Tower: 1
1124893,0,"In memory of John Vere Apter, much loved father of Swaz, 31 March 1928 - 25 August 2013. Rest in peace."
1130637,0,First Major on an Inside Pair 5-6
1059232,0,50th together: 3 & 4
1124894,0,To congratulate Joe Thornley on 60 years membership of the ASCY.
1108120,0,"Joint quarter peal day by the Kent, Southern and Central districts"
301846,0,"1st quarter peal: 1 & 5. Rung to celebrate the 50th birthdays of Rupert and Carole, which both happen this year."
1113222,0,"Joint quarter peal day by the Kent, Southern and Central districts"
1113222,1,Birthday compliment to the conductor for yesterday
301177,0,First peal of Spliced Treble Bob Royal for all the band and for the Guild.
1065544,0,1st in method: 2.
1065544,1,25th QP as conductor.
1112892,0,1st blows in the method: 2.
1148219,0,Rung to mark the retirement of Rev Nigel Strafford
301152,0,1st Minor - 2.
384042,0,"Rung after the intended method was a ""little"" too cunning."
384042,1,"First of Caters in the method: 2,3,4,5,7,8,9"
1094184,0,"Rung as a joint effort with the kind help of friends to celebrate the lives of David James Wilde, Uncle of 1., Brother of 2. Also Marion Frances Eleanor Wheatley, Mother-in-Law of 3., Grandmother of 4. & 5."
1582996,0,"In celebration of the 6th birthday of Abigail Ward, grand-daughter of 8. First in method for all."
1100225,0,"A 40th wedding anniversary compliment Richard and Frances Major who were married in St Clement's Church, Leigh-on-Sea. Also a fond farewell to them on their relocation to Oswestry."
432727,0,Rutland Branch quarter peal month.
432727,1,To mark 50 years of ringing by Ann Williams and remembering Charlie Hudson who taught her in this tower.
1053080,0,"The bells were rehung with 2 new and 2 recast in the year 2000. They are dedicated to commemorate the life of Judith Ann Dear. The bells are rung on 13th March and 30th August in her memory. First in m: 2,3,4."
971909,0,1st. Major.
971909,1,Rung during a Young Ringers Day at Shiplake
301199,0,Rung on a Youngers day at Shiplake
1143383,0,1st blows in m 3.
1143383,1,1st Q in m 2.
1064865,0,"Joint quarter peal day by the Kent, Southern and Central districts"
1048702,0,"Joint quarter peal day by the Kent, Southern and Central districts"
1055625,0,"Joint quarter peal day by the Kent, Southern and Central districts"
1055625,1,"Birthday wishes to Luke Woodman, aged 12, Grandson of the conductor"
1117638,0,First of half-lead spliced for all
1117638,1,"To welcome Alfie Brown, a great nephew for Lois Webb, born today"
406330,0,Rung as a Ruby Wedding Anniversary compliment to Pat and Colin Crabb on 25th August 2013.  First Quarter Peal: 1
1086357,0,"Joint quarter peal day by the Kent, Southern and Central districts"
1075190,0,80th birthday compliment to Sue's mother.
1075190,1,1st in method - 2.
1119583,0,First Grandsire inside 5
1119583,1,First Grandsire and as conductor 3
1119583,2,To celebrate the marriage of Nathan Shipton (son of 3) and April Hadfield on Saturday 20th July 2013 at Ross on Wye Baptist Church
1062283,0,Rung by the St Brannock's society
1046363,0,"Rung to celebrate the life of John Vere Apter, much loved father of Swaz. 31st March 1928 - 25th August 2013, Rest in peace. Alan and Swaz would like to be associated with this peal, M25 traffic problems preventing them from arriving in time to ring in the attempt."
301005,0,"Rung in loving memory of David R Barnard, tower captain at Barking 1984-2003, on the 10th anniversary of his death.  Conducted by one of his nephews.  The band included three of his sisters, a brother in law, and the current tower captain at Barking, who was taught to ring by David."
1141286,0,A get well compliment to Rosemary A Stretton who broke her wrist today.
1141286,1,1st quarter in a Treble Dodging Method and 1st touch of Kent - 2
1088148,0,"To celebrate the continuing good recovery of Oliver Garle, following treatment for leukaemia and a bone marrow transplant from his sister Georgina"
300985,0,First peal at the address.
1073548,0,Rung for practice on practice night - most of the band being away on holiday!
1073548,1,"First as Conductor for Minimus. Rung on 2,3,5,6 of the ring of 6."
1091355,0,Rung on the front six
1093304,0,First Surprise minor - 3
432713,0,1st in the method: 3
1836795,0,"Rung in memory of Mr. Lynn Matthews, who was a parishioner at this church"
301855,0,"1st inside (at 1st attempt): 2 & 3. Dedicated to Ron Knight (father of 4), 97 and fighting to the end."
1087477,0,"Diamond Wedding compliment today to Geoff & Mary Lomas, members of Eastwood church fellowship group."
1101836,0,"Rung open in thanksgiving for the life of Gerald Millen (father of Paula Wickham-Pusey of the local band). This quarter peal was rung on the day of Mr. Millen's funeral, which was being held in the nearby parish of Bethersden."
1101836,1,First quarter peal on eight bells as conductor (at the first attempt).
1091354,0,Celebrating 40 years of Pink Floyd's 'The Dark Side of the Moon'.
1105837,0,Significant birthday greetings (today) to Louise Smith. She who first enticed the conductor into a bell tower.
1053215,0,A 60th birthday compliment to (2).
1053215,1,400th Q. together (3&4)
1101032,0,To celebrate the engagement of Richard Taylor ( nephew of 3 ) and Emma Johnson.
1046478,0,"Rung to congratulate Chris and Donna, in celebration of the birth of Daniella Rose, first grandaughter to Pat and Steve Lowman"
1070681,0,Rung within the octave of St Bartholomew.
1089515,0,Rung before the mass marking the beheading of St John the Baptist.
1068909,0,1st as cover: 6
1583158,0,In celebration of the wedding this day in Vancouver of Jon Hay (Deb's son) and Allyson Lier.
383880,0,Specially arranged to celebrate the 50th birthday of June Saint.
383880,1,300th Peal and first of Stedman as conductor:11.
383880,2,"First on 12 tower bells:5; First cinques:2, 5 & 8."
1142278,0,Rung by the South Downs Walkers in celebration of the life of Margaret Parker mother of 6.
1128277,0,Rung after a lost peal attempt of Bob minor
1128277,1,First in method - 2
1128277,2,By a band of resident Bath and Wells DACR members aged under 19 years
1553639,0,First Lightfoot 6 in hand as Conductor
1131297,0,First peal at first attempt - 6
1131297,1,First peal of Stedman Doubles - 3 & 4
1127766,0,"Rung in appreciation of all the hard work that the Swann family have done for the church and village, who are unfortunately moving away today."
1133761,0,"Rung open in thanksgiving for the life of Violet I E Ring, a stalwart member of the Tenterden band for many years."
432711,0,First peal in the method:
432711,1,x30x14x12x10x14x10x12x10x34.78.90. le12(b)
1150955,0,"Rung on the back six to celebrate the wedding of Vic Haskell & Pat Turton, friends of Graham Whittaker, who were getting married next door at Washingborough Hall immediately after this quarter peal."
461523,0,"In celebration of four of the ringers 'noughties' during the year - 1(60), 2(70), 3(50) and 6(80)."
1143872,0,"18th birthday compliment to Louise Catherine Watkin, Grand-daughter of Raymond Watkin (2)"
1143872,1,Congratulations on gaining a place at Durham University.
1067551,0,Birthday compliments to Stuart Barton who is 40 today.
1067551,1,200th peal as conductor.
1051880,0,"Specially arranged to mark the diamond wedding anniversary of Peter and Jane Bradley, married in this church 60 years ago today."
1135484,0,"1st peal: 6; first inside: 4. Thinking of Ben Dickinson, always a welcome visitor here at Bosley."
1063009,0,Rung prior to the Service to celebrate the 900th anniversary of the founding of Bridlington Priory.
1075814,0,"To commemorate Martin Luther KIng's speech 'I have a dream', 50 years ago today."
1140128,0,A birthday compliment to Ian McCallion
1120231,0,"To celebrate the 50th anniversary of the Great March on Washington and Dr. Martin Luther King, Jr.'s speech, ""I Have a Dream""!"
1111764,0,"80th Birthday Compliment for today to Martin Smith, whose carpentry skills ensured the successful completion of the DIY restoration of these bells in May 2011."
1111764,1,"Ruby Wedding Compliment for today to Derek & Geraldine Price, of nearby Upton Upon Severn."
383863,0,Rung to celebrate the birth of H.R.H. Prince George of Cambridge.
1129971,0,"In memory of Frank Brindle Tower Captain for over 35 years, following the service of thanksgiving for his life. Diane Taylor, Evelyn and Hannah Wilding would like to be associated with this quarter peal."
1115311,0,800th Q. together (1&5)
300975,0,Birthday compliments to the treble ringer. 1st in method 6.
1063008,0,Birthday compliments to Judy Young and Damien Smith.
1063008,1,"First in method: 3, 4 and 5."
1063008,2,Circled tower 19 times: 2
1050137,0,"On the 50th Anniversary of the ""I have a dream"" speech by Martin Luther King Jr."
1126978,0,Rung for service.
1086694,0,2 and 3 -- 25th peal together.
1095149,0,"Rung in memory of Alan R Smith, Suffolk Guild Treasurer 1978 - 1988, on the day of his funeral."
1095149,1,"First in method - 3, 7 & 8"
1559345,0,"Rung half-muffled immediately following the funeral service and burial in the churchyard of Rosemary Jean Nash, aged 98. Mother of Ben & Bill Nash."
300953,0,"Rung as a compliment to Rebecca John and James Wheeler, to be married on Saturday."
1103255,0,600th handbell peal - 9-10
1105009,0,First in method for most
300935,0,"Rung at 3:00 p.m. to celebrate the 50th anniversary of the March on Washington and Dr. Martin Luther King, Jr.'s ""I Have a Dream"" speech."
300935,1,"""And I say to you today my friends, let freedom ring. From the prodigious hilltops of New Hampshire, let freedom ring. From the mighty mountains of New York, let freedom ring.... From every mountainside, let freedom ring."""
1122374,0,"First in the method: 2, 3"
1120230,0,"Rung to celebrate the forthcoming christening of Leah Maria Paule Stevenson, god-daughter of the treble ringer"
1101031,0,70th Birthday compliment to Carolyn Dawson
1681026,0,For St Augustine of Hippo. 1st in method 3.
1117914,0,Rung for Morning Mass.
1052939,0,First peal in the method:
1052939,1,-38-14-1256-16-34-1458.36.12.78 le12
301249,0,Hannah's first quarter peal on an inside bell
1058331,0,In memory of Keneth Aquilla Neil
1048988,0,1st in the method: 3
1048988,1,Birthday compliment to Peter Jasper.
1048988,2,For Hampreston Quarter Peal day.
1119590,0,450th quarter of Surprise - 3. 250th together - 3 & 5. First in the method by all the band.
1141879,0,For the fiftieth anniversary of the March on Washington.
1120851,0,First in method: 2 & 5
1145918,0,400th Q. together (1&5)
1065775,0,1st of Grandsire Doubles inside: 4
1065775,1,42nd Wedding Anniversary compliment to Mike and Sue Rose.
1065775,2,For Hampreston Quarter Peal day.
302572,0,"Rung to celebrate the births of Leo, Rossie & Jack, grandchildren for 1, 2, 6, 7 & uncle for tenor."
1138613,0,First QP on the bells since rehanging.
1108413,0,First away from cover:1.
1108413,1,First as 'proper' cover:6.
1090623,0,First away from cover:1.
301279,0,"Specially arranged to celebrate the centenary of the 3rd bell and to welcome the Mayor of Rugby, Tony Gillias."
301279,1,5/14
1060884,0,First away from cover - 1.
1047675,0,"Rung by the T,T & T to wish John Kape well on his move back to Oxford Guild territory."
301857,0,Rung as a 65th birthday compliment to Alan Hughes by a foundry band.
301857,1,"The band would like to thank Derna Brown for standing in at the last minute for Andy Smith who, to do anything to get out of ringing, managed successfully to break his wrist!"
1062784,0,"Rung as a belated welcome to Rev'd David G Ridley as Vicar of this parish by a band consisting predominantly of members and associates of Ashford tower, where Rev'd Ridley served as a ringer for many years and some time Captain."
1101631,0,First peal in method: Fladbury Delight Major -38-1458-56-16-12-18.3456-3456.18 le 12 13527486 fch B
1086921,0,Rung as a belated celebration of the birth on 22nd July of Prince George of Cambridge.
1086921,1,First quarter-peal as conductor (5)
300784,0,"To commemorate the 45th anniversary of the mid-air collision of two RAF planes over Holt on August 19, 1968. All seven young airmen were killed. No one on the ground was injured. First peal in the method: x38x14x12x18x12x1458x12x58, le 12, d."
1046219,0,First of Norwich 2.
1046219,1,On Practice night.
1117644,0,"To welcome Elizabeth Anne White, born 25 August, a daughter for Mary-Jane and Ed, and a granddaughter for Anne and David Strong."
1117644,1,"First touch of Cinques as conductor, and completes quarter peals as conductor on all stages from Singles to Maximus."
412706,0,A welcome back for Jim Towler.
412706,1,50th as (c)
1076452,0,250th together - 2 & 3
1076452,1,100th together - 1 & 5
1076452,2,300th of Spliced Surprise as cond
1125338,0,Only 6 turned up for practice
1049166,0,7 -- 100th peal on this bell.
1115842,0,11-12 350th Peal for the Guild
1088154,0,Birthday compliment to Joe Gaskin.
1126125,0,First Lincolnshire : 6
1118661,0,First in the method by all and for the guild.
1118661,1,Completes peals in each of the standard (from the book) 41 Surprise minor methods on the bells and believed to be the first tower to achieve this: also completes peals in each of the standard (from the book) 41 Surprise minor methods: 6 and as conductor & completes peals in each of the standard (from the book) 41 Surprise minor methods for the Guild.
1143871,0,"First in method for some, or perhaps, most of the band."
1059377,0,First of surprise inside - 3.
1110098,0,First peal in the method by all & for the Guild. Completes the Alliance Royal alphabet as conductor.
1127382,0,First touch of Norwich and first quarter of more than one surprise method 4. £3.
1058109,0,2: 1st Surprise
1086356,0,"Rung to celebrate the life of David W Alecock who moved to Somerset after graduating from Liverpool University, ringing at Templecombe as his local tower in the area. Rest in peace, dear friend."
1125719,0,"With thanks to Claire for standing in at very short notice. A special compliment to Sandra Hallett, whose birthday falls on this day."
1064043,0,"What, me worry? Debut issue of MAD magazine, this month 1952. A very good year."
301848,0,"Rung in memory of Jenny Morris of Wyke Regis, who used to ring here and at Chichester Cathedral. This would have been her birthday."
300780,0,"First blows in the method, 2. First of Major in the method, 4 & 6."
1061609,0,"Rung in memory of David W Alecock, a member of the local band, who died on 19th August aged 50."
1905520,0,"First on 8, 7-8."
1076972,0,Rung before the start of the Alfriston Fair as part of the Alfriston Village Festival
1124324,0,First of major as conductor; with the best wishes of the band to Roger Peckham
1112547,0,Rung to congratulate Emma on achieving several A* in GCSE exams.
1112547,1,1st QP on an inside bell: 3
300708,0,1st Quarter of Minor for 1.
300708,1,"Rung to celebrate the first birthday of twins Jack and Billy, grandsons of 4."
300724,0,Significant birthday compliment to the tenor ringer.
1069091,0,Rung for the Butler's Marston Autumn Bank Holiday Churchyard Tea.
1070071,0,First Quarter 6
1070071,1,Rung for the Flower Festival
1070071,2,Donation£3
1049990,0,First Minor: 1
1049990,1,"Rung as a temporary farewell to Alice and to wish her ""All the best"" for her year studying Biological Anthropology at Calgary University, Canada"
1078441,0,"Rung belatedly to congratulate the Duke and Duchess of Cambridge on the birth of their son, Prince George and the Revd and Mrs Moby on the birth of their son Thomas."
1116464,0,"First blows in the Oxford variation: 3, 5 & 6"
406313,0,Birthday compliment to ringer of the Treble.
1070680,0,1st as conductor
1143381,0,1000th Quarter for Roderic K Bickerton
1102062,0,"50th birthday compliment to Jon Bowden, brother of 1."
1102062,1,2 & 6 - First QP of method
1086485,0,Rung as a 16th birthday compliment to James Greig.
1086485,1,First quarter peal in the method as conductor (at the first attempt).
300683,0,Rung on the LUSCR Summer Tour to Teignmouth.
300683,1,"Remembering Roger Green, a life member and valued supporter of LUSCR."
300683,2,First peal: 3.
1060266,0,Circled the tower for the 9th time - 1
997317,0,Rung immediately prior to the opening of Kirby Village Fete.
406324,0,Rung on the morning of the Aughton Pudding Festival and celebrating 231 years since its foundation.
1135061,0,"Rung at the request of the Welland Valley Charity Truck Pull Challenge, in memory of Pte Lee Rigby who was killed in an attack in London earlier this year."
300673,0,100th for the society: 9.
300673,1,50th together: 2 & 8
300673,2,150th together: 3 & 12
1126979,0,For end of Festival Weekend;
1126979,1,First in method - 7
1148623,0,First peal on 8 : 1
1148623,1,For our friends from Oz
1118916,0,For the Pershore Plum Festival.
1981211,0,"2, 3, 4 & 7 - First blows in the method"
1112137,0,First on 8 - 8
1112137,1,"First in method - 2, 3, 7"
1112137,2,"Rung as a birthday compliment to Joan Parry, local ringer at Ryde and Brading"
1059385,0,"200th peal together 4,6."
1059385,1,Rung to celebrate the birth of HRH Prince George of Cambridge.
1063557,0,Rung on the middle six in G.
1063557,1,A 60th birthday compliment to the ringer of the treble
1584980,0,First on 10: 1.
1584980,1,First on 10 inside: 2.
300763,0,First of 8 Spliced - 4.
1078702,0,2 & 5 - First blows in the method
1128758,0,550th in a Std 8 S Major method - 1
1399570,0,First in the method: X3Tx14X5Tx16X127TX38X149TX50X16X7TX90X1T le 12
1399570,1,Rung as a birthday compliment to Clare Dyer and to Margaret Grant.
1981212,0,"In anticipation of the forthcoming marriage of Steve Cox and Rachel Groves, daughter of 3"
1067204,0,"For Evensong, Birthday compliment to Stuart Hutchieson."
1131729,0,"Rung prior to Evening Service and to congratulate Dean Jeffries, Gary Waters and James Greig of the local band on their excellent G.C.S.E. results."
1131729,1,First quarter peal of Grandsire Caters: 3
1131729,2,First quarter peal on ten away from cover: 1
1118662,0,"First Royal: 1, 4."
1145558,0,Rung for morning service
1139646,0,50th quarter peal: 2.
1139646,1,"Rung in memory of Lynda Beckingham, whose son, Stephen, taught Elizabeth to ring."
300896,0,Rung for evensong.
300896,1,Also rung as a compliment to John Gipson on his 90th birthday.
406316,0,Rung in memory of Roger Green by his daughter and friends from Leeds University Society. Roger inspired all of the band to ring multi-spliced surprise major and conducted most of the peals they have rung to this composition.
1145024,0,First Lincolnshire: 3.
1081052,0,Joint conducted 4 & 5.
1066754,0,"For Evensong. First in method: 2,3."
1093000,0,40th birthday compliments to 2 and 4.
1130636,0,First quarter peal at first attempt -1. Rung for Evensong
1072308,0,Rung for Evensong
1082770,0,First in method 2 and 4.
1082770,1,Rung for Evensong
1082770,2,In memory of Sid the cat. Greenfrog and Dave Thompson would like to be associated with this quarter.
997118,0,First of Stedman Cinques 7 and 8.
997118,1,Rung for Evensong and to celebrate the wedding anniversary today of Philip and Cathryn Hills
1141538,0,For Evensong
300498,0,For the Cawood Craft Festival.
300453,0,"For Morning service, and the Cawood Craft Festival."
1047538,0,"First peal of London Royal, and 25th peal - 6."
1047538,1,"Rung with the best wishes of the band to Daniel Backhurst and Zoe Brown, married in this chuch today prior to the peal."
300605,0,After morning Mass.
300885,0,A Wedding compliment to Lucy&Dan Moynihan. Lucy is Grand Daughter of 2. Married on Saturday 24th August
1127383,0,A 90th birthday compliment to John Gipson.
1127383,1,"First on 10: 1, 10."
1127383,2,First Caters away from cover: 5.
1057206,0,"To welcome Nathan Alan Kimpton born 12 August, first child for Benedict & Claire Kimpton (nee Hoyland)."
300955,0,With thanks to Emma Rouse and the helpers on the Pearl (Grandsire) group at the Barfield Ringing Course.
300955,1,1st Grandsire; 2.
